N,P,K,temperature,humidity,ph,rainfall,label
24.05,72.49,18.66,26.87,48.53,7.15,65.21,lentil
95.93,10.36,49.27,31.27,86.08,6.18,44.69,muskmelon
10.91,16.09,10.63,24.51,85.93,6.25,94.19,orange
113.13,9.75,55.55,28.19,86.01,6.84,47.02,muskmelon
22.95,50.63,17.44,20.13,31.83,6.72,32.78,lentil
134.69,32.62,44.43,24.82,66.4,5.91,197.61,coffee
102.81,11.49,40.43,27.75,75.13,7.24,40.57,watermelon
28.41,54.72,23.27,26.02,44.83,4.8,68.95,mothbeans
36.69,17.4,49.03,24.73,56.74,7.38,91.6,mango
109.83,40.28,44.74,17.23,64.19,6.99,73.71,wheat
136.12,35.97,39.49,21.61,77.63,5.27,177.86,coffee
13.31,30.7,27.0,34.02,43.89,7.25,70.21,mango
73.67,38.68,32.39,22.33,72.53,5.92,245.35,rice
89.1,13.29,46.52,32.94,91.39,6.47,34.92,muskmelon
133.18,16.91,27.26,15.24,65.22,5.05,178.19,coffee
15.6,60.9,16.34,20.15,43.16,6.02,48.93,lentil
33.02,67.77,88.2,19.0,17.68,6.62,77.12,chickpea
114.56,42.09,32.25,12.1,68.39,6.11,84.48,wheat
40.03,79.01,84.74,24.26,19.64,7.96,74.93,chickpea
59.32,54.07,86.09,24.91,19.1,6.76,98.36,chickpea
25.37,52.68,17.92,26.3,62.06,4.34,59.42,mothbeans
41.27,73.78,95.49,19.77,14.77,6.51,80.54,chickpea
52.6,48.19,27.8,33.37,57.5,6.14,60.32,millet
12.36,11.03,48.36,31.42,83.99,6.4,53.32,pomegranate
93.84,36.54,50.98,27.67,74.19,6.41,262.19,rice
86.92,23.81,39.41,22.42,70.01,5.63,194.79,coffee
100.6,45.19,49.4,29.46,78.64,7.11,86.14,maize
25.69,111.82,191.43,11.15,80.68,5.66,129.74,apple
13.78,139.68,198.52,11.39,88.28,6.28,152.99,apple
29.24,62.72,22.63,26.77,34.39,6.53,69.92,lentil
79.53,41.19,37.19,32.83,84.18,7.49,233.54,jute
117.71,63.44,37.26,24.26,69.99,6.84,68.87,wheat
17.7,14.72,41.95,30.59,86.78,5.78,52.52,pomegranate
27.8,72.86,15.93,21.46,22.28,5.59,75.02,kidneybeans
75.93,33.25,43.04,27.29,77.84,6.41,226.71,rice
27.76,70.94,21.08,25.4,47.33,6.99,58.57,lentil
16.65,68.17,22.37,18.53,21.72,6.39,119.62,kidneybeans
18.14,40.56,44.8,34.37,40.57,7.23,114.94,mango
11.26,38.5,39.26,31.15,51.14,5.68,65.77,mango
58.32,65.03,58.29,33.39,82.07,6.19,116.9,papaya
22.05,96.07,201.49,29.6,62.47,5.82,75.21,grapes
26.87,94.7,219.47,15.99,84.0,6.63,54.42,grapes
20.12,99.25,189.55,16.7,71.96,6.91,79.01,grapes
79.97,52.55,35.7,30.3,52.58,6.75,70.24,millet
102.31,62.46,31.58,19.96,64.62,7.46,84.67,wheat
101.54,11.75,49.96,31.27,93.76,7.42,24.33,muskmelon
96.7,59.62,49.62,20.08,90.43,5.95,249.51,rice
38.17,113.87,210.93,10.31,84.32,5.79,124.07,apple
83.43,5.09,57.93,25.58,93.53,6.47,47.05,muskmelon
87.0,54.03,52.0,30.44,79.92,5.28,204.43,sugarcane
68.79,30.73,48.06,28.17,57.44,6.68,70.01,millet
97.25,57.11,41.63,19.89,65.15,6.76,113.24,wheat
20.83,72.19,23.12,18.84,22.04,6.19,77.83,kidneybeans
129.18,85.06,73.7,29.42,79.74,6.39,229.69,banana
12.96,63.85,19.22,19.44,18.56,6.26,87.65,kidneybeans
120.44,54.19,37.74,23.39,42.89,6.3,63.44,cotton
29.7,99.43,195.11,20.85,74.31,6.71,55.0,grapes
31.75,61.72,205.79,19.28,70.87,6.0,90.26,grapes
31.88,73.44,200.11,26.47,68.49,6.42,68.17,grapes
124.37,36.62,47.27,22.3,57.13,6.18,199.88,coffee
62.85,53.94,37.45,27.25,58.11,7.31,61.93,millet
134.31,59.35,29.3,24.2,51.42,6.28,71.08,cotton
75.8,10.01,47.08,29.45,83.99,6.64,51.81,watermelon
26.47,66.04,15.02,22.17,38.15,6.24,33.33,lentil
116.15,51.79,59.58,32.16,68.98,6.36,172.7,sugarcane
85.9,19.12,59.97,23.95,91.8,6.33,40.5,watermelon
39.12,42.29,34.88,30.51,46.2,5.78,104.14,mango
87.53,37.95,37.4,25.61,76.57,6.38,284.67,rice
49.01,85.52,74.17,21.02,19.21,6.92,87.97,chickpea
27.47,47.26,24.63,26.16,47.6,4.89,61.75,mothbeans
74.1,25.22,48.68,33.94,81.11,5.81,103.29,sugarcane
84.87,48.89,35.83,26.96,82.36,5.87,248.41,rice
29.24,6.79,38.46,33.98,95.32,6.42,229.41,coconut
17.11,13.64,40.54,31.59,80.95,6.39,42.51,pomegranate
6.93,14.56,36.86,30.15,88.29,6.24,39.46,pomegranate
23.47,83.8,219.63,16.84,80.95,6.59,63.93,grapes
106.96,10.06,57.85,24.55,91.14,6.73,56.47,watermelon
11.76,12.42,42.21,25.0,91.45,6.13,59.97,pomegranate
116.62,80.95,71.02,23.86,91.79,6.73,240.7,banana
25.22,7.24,8.98,23.4,91.24,6.95,105.47,orange
21.86,50.44,23.92,31.42,44.35,4.04,52.47,mothbeans
129.75,74.15,45.19,29.31,82.99,6.45,173.88,banana
50.23,53.27,44.2,36.77,59.31,6.07,39.13,millet
23.53,63.89,193.81,20.36,68.78,6.49,62.38,grapes
37.4,78.63,74.81,24.29,19.42,7.65,68.82,chickpea
42.48,63.72,42.03,36.21,92.05,6.01,125.52,papaya
118.87,46.09,58.18,21.15,94.26,5.77,294.38,rice
108.96,15.03,50.4,27.77,92.67,7.14,43.95,watermelon
103.1,59.37,45.82,31.66,53.92,6.24,110.55,maize
107.12,49.01,37.0,23.21,55.47,6.56,115.54,cotton
15.61,78.19,210.87,28.11,70.13,6.68,68.52,grapes
121.84,21.39,44.77,25.2,67.38,6.03,182.6,sugarcane
15.52,15.69,46.83,31.94,68.21,6.9,58.01,mango
12.84,13.84,5.49,33.41,93.34,6.43,114.57,orange
52.1,66.75,53.39,25.84,92.38,6.5,158.32,papaya
28.44,7.31,14.53,24.95,89.45,7.21,108.24,orange
119.44,95.3,58.13,22.39,81.88,6.03,169.19,banana
22.06,72.03,18.63,15.67,19.85,5.83,113.3,kidneybeans
72.66,49.81,34.71,21.74,71.88,5.5,217.58,rice
72.91,46.79,30.23,15.55,61.65,7.05,89.73,wheat
39.35,30.04,49.36,31.51,66.36,7.28,131.49,mango
115.17,33.25,30.42,25.82,81.28,6.18,229.96,sugarcane
30.42,115.77,207.71,24.27,92.55,5.73,105.67,apple
41.83,59.37,43.13,29.56,88.39,6.23,150.31,papaya
15.77,15.27,37.91,30.8,90.38,6.58,136.08,coconut
92.58,40.13,42.6,20.68,60.71,7.06,137.92,maize
37.21,138.97,195.95,20.52,82.53,6.1,130.02,apple
32.8,71.41,218.93,27.59,77.32,6.5,57.67,grapes
89.31,52.74,50.72,26.46,82.27,6.69,163.96,rice
28.86,5.78,14.39,26.49,94.93,6.55,110.41,orange
81.58,30.6,24.8,24.05,77.15,7.07,204.53,sugarcane
83.75,42.41,30.19,15.0,45.04,6.52,57.98,wheat
16.34,101.95,209.31,14.85,80.83,5.61,166.63,apple
101.58,11.81,49.72,25.07,91.1,7.07,30.75,muskmelon
95.47,5.42,44.23,25.03,86.68,6.39,61.63,watermelon
102.71,67.09,39.13,29.11,65.26,5.74,78.09,maize
91.08,31.51,37.48,28.48,81.41,6.7,250.14,rice
17.11,68.47,19.93,22.25,20.15,7.28,37.45,lentil
113.1,30.36,28.24,25.57,69.32,6.03,106.92,cotton
22.14,12.21,26.45,26.12,97.93,6.63,158.73,coconut
35.73,115.54,217.29,15.89,94.67,5.88,106.32,apple
51.07,55.08,58.43,32.89,80.5,6.27,138.3,papaya
88.02,46.92,41.11,33.88,75.97,6.47,156.95,jute
47.4,66.75,52.85,36.72,82.87,6.76,110.62,papaya
29.64,14.0,8.31,28.68,94.45,7.23,102.56,orange
119.05,32.95,42.08,23.39,91.54,5.87,178.53,rice
43.99,89.26,90.89,21.78,19.83,7.54,73.28,chickpea
73.3,50.75,39.19,25.82,81.83,6.3,213.83,rice
13.91,8.01,14.09,31.78,85.12,7.34,110.84,orange
27.84,62.37,184.76,18.8,61.66,6.5,87.73,grapes
51.98,55.94,48.71,28.82,93.83,6.68,141.8,papaya
84.22,52.99,35.4,25.27,52.61,6.09,36.75,millet
84.94,12.4,59.17,26.67,89.43,7.01,42.82,muskmelon
114.41,19.03,43.89,15.51,67.17,5.08,145.83,coffee
29.79,65.96,202.95,15.08,84.5,5.56,73.53,grapes
22.39,133.65,211.52,23.15,92.3,6.74,148.89,apple
56.84,56.91,44.15,37.8,85.54,6.29,125.23,papaya
100.85,57.77,22.85,33.56,72.51,7.17,157.25,sugarcane
82.23,54.75,26.09,33.01,63.86,6.14,67.02,millet
61.67,66.05,41.81,34.16,93.68,6.77,144.23,papaya
78.83,55.44,51.59,23.0,77.73,6.11,210.36,rice
100.92,8.09,43.63,22.26,87.04,7.27,63.38,watermelon
106.35,55.51,48.01,21.21,94.6,6.67,202.08,rice
81.26,60.88,41.63,27.01,70.8,6.72,77.3,maize
118.54,10.29,45.07,29.23,85.28,7.36,36.9,muskmelon
65.14,50.06,45.48,29.56,85.12,6.57,155.7,papaya
79.0,58.75,42.78,23.09,41.08,5.64,94.18,wheat
50.84,75.78,97.51,18.98,17.52,7.85,80.74,chickpea
118.6,45.74,38.49,21.01,74.85,5.84,176.92,rice
63.32,34.97,24.59,20.31,59.68,6.92,91.14,maize
17.98,5.61,37.77,18.09,82.64,5.9,34.32,pomegranate
24.78,79.79,218.83,24.25,68.82,6.97,66.02,grapes
22.49,103.07,213.05,20.15,93.31,5.54,147.69,apple
32.38,6.91,34.46,26.47,95.56,5.57,141.44,coconut
73.36,30.14,20.68,22.18,70.2,6.59,107.87,maize
98.97,39.98,23.4,28.3,64.97,6.27,110.55,maize
11.26,104.22,208.9,23.06,93.66,5.74,120.45,apple
122.71,38.39,43.98,17.61,68.73,5.44,154.53,coffee
5.54,11.72,45.45,22.7,92.05,7.21,53.52,pomegranate
61.61,39.94,23.29,27.01,60.93,6.3,54.31,millet
21.05,82.81,183.96,23.67,60.35,5.83,59.58,grapes
139.07,30.35,40.63,24.25,67.92,6.42,202.02,coffee
103.44,80.51,58.77,31.54,80.53,6.94,219.73,banana
114.79,84.48,44.37,31.49,85.72,6.98,172.55,banana
91.99,35.39,35.82,26.4,84.83,6.08,180.58,jute
20.56,68.28,24.11,29.58,40.24,7.26,50.94,lentil
23.08,125.88,191.11,12.39,82.05,5.89,156.25,apple
103.25,63.13,75.6,23.15,81.81,6.61,244.06,banana
98.78,42.36,33.22,18.69,61.97,5.68,70.66,wheat
104.1,9.71,47.49,30.65,84.7,6.25,55.76,watermelon
34.52,39.85,28.66,33.22,47.47,7.04,94.3,mango
34.6,63.11,210.99,26.36,61.06,5.66,89.65,grapes
104.34,77.47,79.61,23.1,86.06,6.12,168.4,banana
35.41,127.43,213.78,14.79,87.18,6.6,118.25,apple
98.78,37.44,39.37,34.75,80.5,6.82,166.61,jute
51.87,62.05,90.19,20.49,19.25,6.75,77.85,chickpea
66.51,53.54,45.9,34.07,83.97,6.49,146.3,papaya
38.92,64.37,191.04,25.46,72.41,6.81,76.03,grapes
84.61,53.72,42.48,33.44,47.55,6.37,30.82,millet
23.35,59.05,27.26,22.18,23.12,7.33,56.47,lentil
41.6,64.12,43.56,26.83,84.73,6.23,115.06,papaya
77.26,58.57,30.39,24.19,57.69,6.46,78.19,maize
62.59,57.46,37.0,34.1,40.19,7.17,77.71,millet
123.83,18.21,36.62,22.81,76.48,5.76,158.47,coffee
87.66,35.28,36.44,37.25,62.37,6.35,70.39,millet
118.42,25.97,31.05,23.54,74.12,5.43,123.36,coffee
20.53,14.15,29.71,25.64,91.62,6.65,157.61,coconut
29.4,17.19,26.15,26.27,91.63,5.57,164.97,coconut
79.18,52.94,40.21,30.26,63.1,5.08,155.87,sugarcane
98.46,33.35,43.04,24.54,93.85,6.81,189.51,rice
77.14,39.42,46.9,29.51,79.54,7.27,218.86,jute
15.12,76.3,24.75,19.69,23.72,6.64,31.58,lentil
28.76,6.72,25.0,31.04,91.09,5.65,150.43,coconut
138.45,34.08,23.02,34.31,46.03,6.63,117.52,cotton
16.8,10.55,43.66,22.63,82.92,5.75,39.65,pomegranate
19.74,26.15,47.93,29.17,61.78,6.72,106.31,mango
102.47,74.52,60.95,26.99,89.78,6.27,242.46,banana
67.36,64.11,33.56,30.58,63.35,5.68,121.37,maize
63.71,47.36,42.23,33.06,79.77,6.74,152.2,jute
27.34,19.7,7.04,25.86,88.02,6.38,93.26,orange
87.07,15.18,44.64,23.94,59.48,5.54,135.48,coffee
88.65,37.98,48.92,22.5,69.38,7.32,68.05,maize
56.74,58.71,46.96,25.33,85.49,6.47,153.6,papaya
121.35,27.25,23.9,23.66,66.47,7.02,214.44,sugarcane
21.95,60.9,201.54,21.68,76.79,5.63,75.59,grapes
113.05,42.19,48.62,21.55,93.25,6.8,296.43,rice
14.5,52.25,27.59,24.16,48.57,6.35,45.16,lentil
32.69,74.66,203.58,21.59,83.94,5.77,67.74,grapes
19.41,41.08,23.17,29.31,47.12,3.63,48.07,mothbeans
68.79,37.89,38.07,21.4,59.67,5.85,104.1,wheat
14.56,61.43,21.61,17.56,23.75,6.29,82.52,kidneybeans
13.5,13.86,49.82,30.41,81.03,5.77,39.0,pomegranate
74.26,56.01,42.46,26.66,55.37,7.19,74.44,millet
97.18,39.63,47.38,12.15,53.83,6.01,67.87,wheat
14.7,50.09,29.91,18.21,36.75,7.42,66.84,lentil
18.53,68.49,16.36,18.61,32.22,6.11,55.33,lentil
122.28,36.17,33.81,32.51,41.88,6.2,111.04,cotton
86.62,57.76,47.1,10.69,63.88,6.09,76.24,wheat
102.72,9.12,57.72,31.39,91.27,7.33,49.37,muskmelon
12.48,13.39,6.92,29.28,88.65,6.11,107.11,orange
49.32,56.83,81.24,22.04,15.19,6.77,97.94,chickpea
123.46,38.3,32.66,31.3,79.47,6.22,194.65,sugarcane
35.25,104.44,193.18,19.16,91.73,6.92,157.65,apple
17.16,13.06,36.61,19.04,85.6,5.81,54.04,pomegranate
12.84,77.37,15.36,23.13,24.42,6.81,39.04,lentil
96.29,85.98,71.7,28.93,80.02,6.12,193.13,banana
74.79,52.32,26.75,31.62,58.93,6.08,78.66,maize
36.42,65.69,189.06,16.88,63.26,5.62,84.54,grapes
96.53,39.57,24.75,18.26,56.57,5.69,119.46,wheat
32.61,116.87,196.85,22.03,86.2,6.11,132.11,apple
84.98,35.97,31.29,28.56,64.21,7.2,87.07,maize
83.11,47.3,37.64,27.09,70.04,6.89,230.77,rice
115.88,39.73,24.63,25.79,51.63,6.17,113.08,cotton
99.58,15.35,53.02,24.45,88.79,6.68,41.21,watermelon
87.22,54.22,22.98,20.53,65.58,6.8,103.83,wheat
26.67,48.44,19.92,28.95,50.88,5.48,31.85,mothbeans
77.74,33.82,42.61,29.4,86.93,6.85,242.33,rice
89.93,31.78,46.48,29.8,64.99,5.06,125.62,sugarcane
65.2,56.77,25.54,19.97,59.71,6.0,83.47,maize
18.08,36.46,46.81,26.79,44.52,6.49,84.19,mango
87.45,83.17,76.99,22.48,73.54,6.48,170.68,banana
20.95,56.19,17.11,19.67,19.35,6.03,80.66,kidneybeans
34.32,58.67,71.03,21.75,15.3,7.55,93.46,chickpea
26.09,61.17,22.9,33.3,45.55,5.85,51.85,mothbeans
57.82,51.38,22.02,26.32,60.43,6.27,36.21,millet
109.64,93.45,67.97,30.01,77.81,6.73,206.93,banana
34.56,96.8,188.22,28.52,64.62,6.03,54.54,grapes
107.91,38.47,36.12,26.25,56.59,6.02,64.05,cotton
108.89,26.97,31.32,17.1,75.0,5.03,124.31,coffee
74.57,38.13,39.4,30.91,75.41,5.68,125.21,maize
90.0,31.81,24.11,22.66,64.21,6.41,114.56,maize
37.6,118.15,210.21,11.78,90.7,5.79,160.34,apple
72.81,47.19,33.43,23.16,68.88,6.86,146.06,sugarcane
75.36,63.4,36.46,20.91,55.83,5.72,70.17,wheat
95.67,48.58,42.58,25.84,83.07,6.9,180.64,rice
18.04,5.67,13.62,20.35,86.56,6.83,115.79,orange
44.14,53.1,73.74,16.1,17.29,6.6,85.61,chickpea
26.17,7.07,26.01,29.28,93.39,5.61,137.81,coconut
115.56,65.07,20.28,25.95,53.22,7.47,85.61,maize
121.26,61.96,45.93,30.49,70.92,6.78,200.05,banana
74.44,7.01,55.0,25.25,90.5,6.62,44.55,watermelon
80.95,6.04,53.42,31.71,88.06,7.49,43.12,muskmelon
19.67,11.24,46.02,18.27,85.71,7.31,41.4,pomegranate
5.21,12.91,44.93,20.42,88.89,5.87,32.85,pomegranate
15.25,52.38,19.43,27.82,44.06,5.29,47.96,mothbeans
98.99,46.35,36.61,25.89,90.24,5.51,270.87,rice
82.69,44.35,47.65,23.77,74.18,6.05,201.14,jute
59.66,52.62,54.81,28.51,81.27,6.07,157.77,papaya
69.66,53.69,35.72,29.19,52.48,6.92,71.91,millet
66.91,68.52,24.22,24.5,65.8,6.95,118.6,wheat
93.82,77.08,76.14,32.01,78.09,5.74,111.1,banana
81.99,18.01,44.98,24.75,86.23,6.46,53.2,watermelon
70.84,30.72,32.1,35.38,51.51,6.93,44.25,millet
123.28,69.41,68.09,27.13,77.95,6.07,157.23,banana
88.24,11.89,58.86,25.05,87.4,7.22,44.94,muskmelon
138.47,32.55,17.39,23.74,64.6,6.15,89.75,cotton
15.98,58.81,18.2,26.86,37.07,5.93,42.19,lentil
109.87,12.07,59.73,33.84,87.64,6.56,47.0,muskmelon
119.35,51.73,34.82,31.14,75.53,6.44,77.35,maize
85.8,66.7,55.95,25.92,88.65,6.63,179.88,banana
124.22,16.72,27.7,18.7,74.89,6.37,154.81,coffee
13.11,65.0,26.51,20.84,40.35,6.18,69.06,lentil
85.61,41.38,28.82,22.73,40.28,6.34,84.99,cotton
93.81,14.88,51.82,35.11,86.53,6.8,30.8,muskmelon
17.39,17.15,48.3,27.88,67.72,5.68,117.17,mango
25.75,69.97,21.05,20.03,24.92,5.81,100.33,kidneybeans
77.85,8.29,42.6,31.42,79.51,6.12,42.84,watermelon
69.17,52.88,46.18,27.79,83.26,5.5,198.62,rice
91.37,5.36,49.62,29.26,80.86,6.6,64.67,watermelon
85.63,49.82,49.17,31.18,70.14,7.07,88.69,maize
12.69,6.26,9.45,25.27,88.76,6.93,108.63,orange
13.89,53.25,16.17,25.24,45.4,5.56,41.29,lentil
17.9,95.8,208.86,23.89,68.15,5.8,83.84,grapes
63.9,42.26,44.63,26.98,71.52,7.11,217.44,jute
111.27,6.98,51.17,30.15,93.68,6.2,47.94,muskmelon
118.53,9.22,54.57,34.52,87.8,7.09,28.28,muskmelon
135.55,25.88,26.92,17.88,52.4,5.06,158.43,coffee
75.8,47.97,44.3,36.0,64.48,6.55,68.04,millet
104.11,43.3,21.33,25.64,74.41,5.85,130.12,maize
107.51,49.92,23.96,22.82,56.03,6.44,80.08,cotton
119.09,21.34,50.65,20.51,60.97,5.41,188.06,coffee
68.8,69.41,46.19,34.96,92.02,6.46,113.23,papaya
29.96,69.9,22.31,19.79,18.93,5.72,117.56,kidneybeans
78.39,54.1,32.78,27.66,60.55,5.58,138.3,maize
29.95,18.22,13.78,20.98,82.17,7.85,113.85,orange
62.41,65.57,45.54,33.73,89.07,6.91,154.26,papaya
17.42,23.53,43.79,25.58,65.16,5.56,116.35,mango
52.65,55.77,27.97,31.27,41.65,6.7,79.06,millet
20.7,45.47,19.22,33.25,64.49,4.29,48.71,mothbeans
28.53,136.29,201.09,20.26,86.87,5.52,109.32,apple
122.22,30.03,26.92,23.73,46.79,7.36,50.65,cotton
16.0,12.35,37.92,29.18,84.24,7.08,42.69,pomegranate
15.41,43.85,19.56,28.2,58.63,3.75,37.02,mothbeans
15.48,14.42,7.92,33.74,90.47,7.44,96.52,orange
104.74,55.47,37.87,25.45,66.24,5.17,138.5,sugarcane
31.36,26.22,50.56,29.9,44.13,5.89,53.22,mango
124.8,87.83,50.13,28.07,93.4,6.46,238.4,banana
39.3,75.31,207.17,17.29,75.55,5.64,53.83,grapes
82.9,13.58,49.68,25.44,87.57,7.23,57.32,watermelon
35.64,71.11,78.49,21.96,15.17,7.78,75.75,chickpea
30.68,15.35,31.32,30.97,49.76,6.73,75.97,mango
105.25,58.49,35.98,20.2,73.81,5.69,250.42,rice
16.34,6.36,40.71,23.31,82.56,5.54,50.64,pomegranate
95.64,6.93,57.51,25.78,94.63,6.41,46.78,muskmelon
59.08,43.17,34.6,31.06,51.63,7.32,53.16,millet
13.12,76.43,15.48,27.01,35.1,5.52,63.31,lentil
116.89,20.87,22.58,33.73,71.09,5.32,235.76,sugarcane
107.03,31.46,53.69,16.75,64.96,5.8,124.86,coffee
25.9,79.88,213.89,26.81,81.01,6.3,64.37,grapes
46.22,63.99,50.08,35.79,91.91,6.09,161.87,papaya
25.4,15.47,7.1,26.75,88.38,6.75,107.33,orange
41.17,58.48,43.41,35.44,87.31,6.75,143.77,papaya
20.66,51.81,22.03,27.64,47.09,5.95,34.79,mothbeans
98.93,75.22,70.73,33.86,84.14,6.49,122.51,banana
17.86,17.21,36.02,34.89,91.9,6.28,187.51,coconut
119.57,45.3,46.09,30.69,61.27,6.87,119.56,maize
36.38,137.48,200.89,20.74,92.32,5.53,167.68,apple
29.92,45.7,21.07,28.26,56.56,5.77,56.01,mothbeans
16.68,18.43,33.9,28.7,95.84,6.07,173.86,coconut
21.56,78.79,19.18,19.09,49.84,5.86,45.4,lentil
85.62,34.18,43.1,28.84,57.18,6.54,57.14,millet
112.82,51.04,38.29,20.1,93.7,5.63,258.01,rice
81.17,51.86,36.99,25.87,64.2,7.4,48.9,millet
18.09,66.82,24.11,17.01,19.74,6.36,67.48,kidneybeans
81.8,62.04,40.38,31.34,54.28,6.72,130.32,maize
24.14,84.77,194.62,17.63,73.97,5.6,85.47,grapes
73.99,41.6,26.4,26.3,42.05,7.07,52.13,millet
17.27,14.31,43.77,20.55,93.41,7.44,58.4,pomegranate
90.33,68.67,26.45,22.94,51.52,6.49,139.41,maize
76.97,46.35,30.15,18.97,63.68,6.79,54.61,wheat
87.43,53.21,35.41,34.74,91.41,6.99,164.16,jute
67.84,55.49,56.42,36.29,88.77,6.31,149.96,papaya
51.5,63.49,43.01,29.38,94.01,6.59,115.81,papaya
23.93,76.37,26.86,23.47,41.23,6.55,42.14,lentil
95.74,10.85,49.43,31.51,80.49,6.97,49.7,watermelon
72.21,51.97,47.83,16.57,60.95,5.74,118.12,wheat
79.13,53.92,40.18,22.49,59.05,5.79,119.42,maize
87.86,46.36,51.97,34.61,73.04,6.56,211.8,jute
80.84,13.05,47.16,30.06,92.11,6.81,26.81,muskmelon
16.73,127.45,194.65,17.43,89.44,6.29,120.35,apple
38.01,76.18,199.98,17.18,71.45,5.98,50.21,grapes
22.71,55.01,24.07,28.89,64.96,3.79,69.19,mothbeans
34.65,10.52,27.9,29.37,90.52,5.85,188.86,coconut
82.84,16.75,46.63,30.89,75.68,7.31,67.41,watermelon
83.63,61.8,30.17,31.15,72.65,5.9,105.82,maize
94.8,48.75,29.85,24.54,43.21,6.61,116.42,cotton
102.17,56.84,58.7,24.87,74.14,7.34,121.1,sugarcane
105.79,49.93,35.44,24.98,59.26,5.55,145.07,maize
133.96,46.91,15.82,34.07,49.43,7.92,91.09,cotton
19.7,9.36,32.61,33.9,97.05,5.59,207.18,coconut
92.69,56.04,37.19,28.18,41.4,6.15,114.79,cotton
22.41,69.32,26.12,20.94,44.64,5.52,64.12,lentil
115.43,53.63,48.75,26.61,93.34,6.14,231.68,rice
36.38,63.46,214.28,22.34,84.89,6.39,91.85,grapes
18.98,58.44,23.37,18.12,20.21,6.11,115.57,kidneybeans
96.92,39.93,45.96,20.24,59.82,6.66,88.14,maize
29.58,73.35,26.71,19.28,42.37,6.26,56.15,lentil
108.54,36.62,33.13,16.16,60.29,5.98,81.09,wheat
16.09,11.1,5.84,29.54,83.05,7.94,101.2,orange
19.75,54.67,24.85,20.71,31.86,6.1,47.13,lentil
22.82,15.46,26.61,29.17,93.82,5.54,175.71,coconut
104.07,10.9,56.9,35.49,90.76,6.18,42.92,muskmelon
111.71,31.69,20.56,23.82,65.86,6.65,90.14,wheat
27.86,47.35,20.2,29.07,58.68,5.57,55.22,mothbeans
19.65,75.27,202.15,15.63,80.66,6.75,65.2,grapes
11.67,10.02,41.95,27.76,85.82,7.35,49.61,pomegranate
72.66,58.29,56.29,23.15,86.39,6.09,287.18,rice
107.4,30.41,59.63,22.4,70.11,6.13,212.21,sugarcane
10.87,57.45,16.25,19.71,38.82,5.53,68.65,lentil
71.32,57.9,37.15,13.5,63.27,5.59,102.13,wheat
123.63,33.12,28.25,25.1,54.76,6.12,119.79,cotton
25.51,14.29,12.64,29.38,88.68,6.17,91.82,orange
41.08,50.4,58.81,26.33,85.97,6.48,112.56,papaya
23.48,63.31,15.67,32.78,40.57,5.84,56.99,mothbeans
97.01,17.14,38.48,27.91,76.02,5.26,203.04,coffee
36.83,101.28,191.91,16.46,89.26,5.68,115.69,apple
87.65,21.18,47.33,24.25,65.37,5.47,141.98,sugarcane
13.7,8.72,49.75,28.74,82.21,6.85,56.68,pomegranate
18.32,64.74,24.88,16.04,24.19,5.74,96.24,kidneybeans
56.16,44.2,20.92,37.19,42.96,6.35,73.96,millet
70.55,42.41,36.66,29.7,91.82,6.99,223.53,jute
114.43,97.36,79.45,25.73,85.22,5.97,178.81,banana
49.35,60.44,50.61,36.48,92.63,6.96,175.64,papaya
24.15,57.47,24.13,26.48,25.49,7.47,61.94,lentil
63.5,48.73,28.32,30.59,45.76,6.93,58.53,millet
119.9,11.03,53.99,28.99,93.69,7.0,45.1,muskmelon
115.82,48.34,29.68,26.52,65.37,7.23,106.96,cotton
14.46,11.84,41.43,19.71,81.94,6.06,51.74,pomegranate
64.15,51.24,47.33,27.94,82.41,7.13,242.72,jute
101.93,12.64,51.12,32.08,87.14,6.21,23.26,muskmelon
60.93,63.46,45.11,25.42,92.78,6.97,150.51,papaya
108.65,56.44,30.74,27.37,78.3,6.9,270.34,rice
77.1,59.94,33.47,18.01,49.28,7.12,82.83,wheat
59.25,63.33,94.84,17.11,18.4,7.72,88.02,chickpea
27.69,5.12,27.05,28.76,98.49,6.51,156.53,coconut
71.91,35.02,49.28,29.11,82.45,5.23,189.1,sugarcane
95.52,45.32,27.97,29.55,57.26,6.89,77.38,cotton
90.07,10.08,51.29,34.2,94.83,6.12,23.03,muskmelon
16.1,58.44,15.54,29.08,44.43,5.07,37.84,mothbeans
118.04,62.18,30.97,21.86,40.42,6.57,81.84,wheat
37.82,101.63,200.7,20.64,87.28,6.24,159.21,apple
109.4,32.95,49.17,26.99,63.5,6.86,91.01,maize
31.79,44.49,42.87,30.21,69.8,6.1,80.03,mango
58.02,67.08,95.25,24.26,14.58,7.96,67.19,chickpea
106.25,17.6,56.91,29.83,85.48,6.34,46.08,watermelon
25.24,80.09,87.41,23.05,19.1,7.56,78.3,chickpea
87.87,10.99,44.11,25.81,91.29,6.14,45.25,watermelon
78.09,38.45,24.12,13.83,49.84,5.52,102.29,wheat
83.03,45.53,32.35,28.43,50.6,6.99,68.42,millet
125.9,61.83,68.05,23.7,74.31,5.57,146.1,banana
10.6,14.02,45.89,25.57,84.81,6.78,42.21,pomegranate
35.81,24.76,39.28,35.7,56.22,6.04,94.48,mango
100.56,26.34,42.72,17.99,61.56,5.16,140.23,coffee
102.97,37.16,41.87,26.72,77.5,5.97,262.78,rice
67.01,46.27,30.66,32.61,82.93,5.14,249.46,sugarcane
